,sequence,labels,scores,classified,Components List,label confidence score
101,i definitely do not dive run marathon or hike but that larger screen longer battery life extra button speaker and microphone wa a no brainier upgrade from my series 4 and with it only being gbp20 difference from a stainless steel series 8 it wa not a hard decision,"['Design Specifications', 'Software', 'Advertising']","[0.5653958916664124, 0.24377314746379852, 0.19083093106746674]",Design Specifications,"['speaker', 'microphone', 'battery']",0.5653958916664124
102,funny thing i bought the apple watch ultra a a father i want to prevent scratch on the playground louder speaker are needed and the action button is very welcome and when i pas my apple watch to a family member the battery life is quite a problem with a bigger battery you have a higher percentage of a higher capacity battery left great the icing on the cake is a better gps location when geocaching in forest nothing ultra but ultra great to me,"['Design Specifications', 'Software', 'Advertising']","[0.4603204131126404, 0.3519129455089569, 0.1877666413784027]",Design Specifications,"['speaker', 'battery']",0.4603204131126404
103,how about u who just wan na listen to music through the apple watch speaker is it a feature yet,"['Design Specifications', 'Software', 'Advertising']","[0.5190322399139404, 0.32626885175704956, 0.15469896793365479]",Design Specifications,['speaker'],0.5190322399139404
104,ultra the size of the face screen the backtrack functionality never get lost the extra mic gps speaker of course the battery to run it all most people would very much appreciate these added feature even if they are not triathletes or outdoor adventurer it also will take on a fashion statement of it own there are many video showing tiny lady guy with small wrist like you and the watch visually look like it fit normally on the wrist looking forward to jumping from my old series 3 to the ultra i say for improvement to the ultra make it even bigger with a little solar panel to the left and to the right hey you got a whole arm ya know,"['Design Specifications', 'Advertising', 'Software']","[0.5258821845054626, 0.24450461566448212, 0.22961318492889404]",Design Specifications,"['speaker', 'battery']",0.5258821845054626
105,i like making and receiving phone call from my watch so better speaker are a selling point for me,"['Design Specifications', 'Advertising', 'Software']","[0.5801737904548645, 0.24258534610271454, 0.17724086344242096]",Design Specifications,['speaker'],0.5801737904548645
106,you did not even review the extra microphone and speaker for call quality you are slipping dude,"['Design Specifications', 'Advertising', 'Software']","[0.6066400408744812, 0.1984288990497589, 0.19493107497692108]",Design Specifications,"['speaker', 'microphone']",0.6066400408744812
107,i do a lot of outdoor work a i am a property manager and the ruggedness of the screen and body are appealing to me plus larger battery will help me in the sense that i am not charging or discharging it a much a a regular apple watch battery therefore prolonging the overall battery lifespan longer than a typical apple watch with a smaller battery that get cycled more often throughout it life the louder speaker is also going to be something i am looking forward to a the current speaker is not quite loud enough in certain situation outdoors,"['Design Specifications', 'Advertising', 'Software']","[0.560204267501831, 0.26987749338150024, 0.1699182391166687]",Design Specifications,"['speaker', 'battery']",0.560204267501831
108,i am not a native english speaker and i am curious around 3 32 marque say button that do not have quite a much travel what doe he mean by to have travel in this case,"['Design Specifications', 'Software', 'Advertising']","[0.39363598823547363, 0.38175785541534424, 0.2246062010526657]",Design Specifications,['speaker'],0.3936359882354736
109,by learning spanish you have gain a spanish speaker follower,"['Design Specifications', 'Software', 'Advertising']","[0.5442810654640198, 0.24984295666217804, 0.20587602257728577]",Design Specifications,['speaker'],0.5442810654640198
110,how quaint except for fall detection coming out later 2022 for wearos i see nothing special or new about these feature you might a well had done a video about all smartwatches google wallet came out 3 year before apple pay and i read using it then it showed up on watch with nfc like my old square sony smartwatch 3 in 2014 you can not even watch youtube or control your entire house and broadcast over ask speaker like you can with google assistant on an apple watch status symbol no see a status symbol is a designer like the one you get from wear o like louis vuitton offering a few version of the tambour horizon armani tag heuer movado kate spade fossil i am amused by isheep user they get so happy when they finally get something everyone else ha had for year like did not you just get a keyboard on the apple watch with swype finally back then i do not even know because if it wa that hunt and peck your letter one by one stuff i would go mad y all are so cute bless your catching up heart,"['Design Specifications', 'Software', 'Advertising']","[0.41314077377319336, 0.32874029874801636, 0.2581188976764679]",Design Specifications,['speaker'],0.4131407737731933
111,i got the series 6 in 44mm and just got the 7 41mm i like to call n speak on my watch the series 7 watch speaker is rubbish compare to the 6,"['Design Specifications', 'Software', 'Advertising']","[0.4605250656604767, 0.35854148864746094, 0.18093343079090118]",Design Specifications,['speaker'],0.4605250656604767
112,jon kc no i do mean hearing it work a a mini bluetooth speaker for my phone,"['Design Specifications', 'Software', 'Advertising']","[0.6715060472488403, 0.20163847506046295, 0.12685547769069672]",Design Specifications,['speaker'],0.6715060472488403
113,jon kc yeah many of these cheap watch can be used a speaker for your phone i had one and the speaket could be used to take call and watch video,"['Design Specifications', 'Software', 'Advertising']","[0.48171699047088623, 0.34530189633369446, 0.1729811728000641]",Design Specifications,['speaker'],0.4817169904708862
114,really happy with my series 8 especially appreciate your great video but what i do not seem to get any info on is the phone the first time i had no problem i could hear the caller and they could hear me yet recently i can just make out who wa calling therefore i do not answer with my watch because like an idiot i would be tapping the microphone on and off etc to no avail so my question is how am i able to hear the caller they heard me just fine since i have not been able to since that first time i am going to feel really silly if it is just a matter of turning the crown,"['Design Specifications', 'Software', 'Advertising']","[0.5057798027992249, 0.25950106978416443, 0.23471912741661072]",Design Specifications,['microphone'],0.5057798027992249
115,i recently purchased the ultra watch and just love it battery is amazing and screen size is nice to interact with apps definitely would recommend,"['Design Specifications', 'Software', 'Advertising']","[0.40100979804992676, 0.31628575921058655, 0.28270450234413147]",Design Specifications,['battery'],0.4010097980499267
116,i had a couple thing about the ultra that made me decide against buying it the biggest issue wa it is large to fit comfortably on my wrist and the watch can be a bit heavy the thing also wa the ultra wa hard to put under my long sleeve shirt i have smaller then normal hand and wrist for a man and the ultra wa just to large heavy and awkward for me being that i am retired and wanted an apple watch to monitor my heart and temperature reading i went to the series 8 41 mm i do not need cellular connection on the watch a i have my phone with me all the time i just could not justify spending another dollar120 00 a year added to my cellular plan and having a extra dollar100 00 for the watch the ultra is just not what i wanted and the se just wa not enough i also do not really have a use for the stainless model so i went with the aluminum the way to save money is also fish for the discount and by a short fishing trip over to the apple veteran and military website i found 10percent off on the site so that dollar400 00 watch wa dollar360 00 the ultra is just to much and the se not enough and the series 8 wa just right my pervious apple watch wa the original version that lasted until last month before the battery died so this wa a nice update,"['Design Specifications', 'Advertising', 'Software']","[0.4633699059486389, 0.3247995376586914, 0.21183054149150848]",Design Specifications,['battery'],0.4633699059486389
117,i am not a smart watch person just shopping for mom what throw me off is why they have been using the same chip for so long if the battery last le than a day,"['Design Specifications', 'Software', 'Advertising']","[0.4640151262283325, 0.342914342880249, 0.19307054579257965]",Design Specifications,['battery'],0.4640151262283325
118,to be honest i just want a series 7 with the battery life of a ultra,"['Design Specifications', 'Software', 'Advertising']","[0.36330801248550415, 0.354633629322052, 0.28205835819244385]",Design Specifications,['battery'],0.3633080124855041
119,i am still using the series 4 but that ultra doe look nice update got the ultra and it is pretty cool but the battery dy significan notly faster while using cellular,"['Design Specifications', 'Advertising', 'Software']","[0.4642895758152008, 0.2800317406654358, 0.2556786835193634]",Design Specifications,['battery'],0.4642895758152008
120,the ultra cost 1000euros in europe battery last hardly a day that s insane shame on you tim cock,"['Design Specifications', 'Advertising', 'Software']","[0.5779446363449097, 0.21137568354606628, 0.21067973971366882]",Design Specifications,['battery'],0.5779446363449097
121,dan r i just made another a test for battery using the wayfinder face switching it to dark mode only and it lasted 3 day without the need to use low power mode,"['Design Specifications', 'Software', 'Advertising']","[0.5865693688392639, 0.2615165412425995, 0.1519140899181366]",Design Specifications,['battery'],0.5865693688392639
122,ultra too expensive and watch 8 too little battery life if watch 8 had 36 hr battery life with full use i could get that,"['Design Specifications', 'Advertising', 'Software']","[0.4039490520954132, 0.3049635589122772, 0.29108738899230957]",Design Specifications,['battery'],0.4039490520954132
123,best bang for the buck because of the battery life hahaha what a joker,"['Design Specifications', 'Software', 'Advertising']","[0.38741111755371094, 0.31058305501937866, 0.302005797624588]",Design Specifications,['battery'],0.3874111175537109
124,lol i don really think much people will buy the ultra it is so damm expensive and there are many competition out like especially garmin which the battery life are measured in month,"['Design Specifications', 'Advertising', 'Software']","[0.4045076072216034, 0.3982718884944916, 0.19722047448158264]",Design Specifications,['battery'],0.4045076072216034
125,apple usually underestimate it watch battery life so hitting 48 doe not sound too difficult for it plus energy saving mode is still available,"['Design Specifications', 'Software', 'Advertising']","[0.4338214099407196, 0.3482332229614258, 0.2179454267024994]",Design Specifications,['battery'],0.4338214099407196
126,18 hour the galaxy watch 5 get 50 why can not apple improve the battery life,"['Design Specifications', 'Software', 'Advertising']","[0.4534880518913269, 0.3639127016067505, 0.182599276304245]",Design Specifications,['battery'],0.4534880518913269
127,i finally upgraded my series 5 and got lucky with a series 7 for 220dollar picked up locally it wa also sealed so i have been using it for a couple day and the bigger screen 2 day of battery life have been amazing,"['Design Specifications', 'Advertising', 'Software']","[0.40336495637893677, 0.326403945684433, 0.27023109793663025]",Design Specifications,['battery'],0.4033649563789367
128,so i ended up with an ultra very happy i did the battery life is worth it alone,"['Design Specifications', 'Advertising', 'Software']","[0.47215765714645386, 0.2698453962802887, 0.25799697637557983]",Design Specifications,['battery'],0.4721576571464538
129,massive 36 hour battery life bruh,"['Design Specifications', 'Software', 'Advertising']","[0.5676354169845581, 0.22736065089702606, 0.20500396192073822]",Design Specifications,['battery'],0.5676354169845581
130,do the cellular model use the same modem a the iphone 14 is i am curious when apple switch to their own modem design if battery life will increase,"['Design Specifications', 'Advertising', 'Software']","[0.5174190998077393, 0.30490851402282715, 0.17767234146595]",Design Specifications,['battery'],0.5174190998077393
131,i like the extra battery and brightness of ultra i like feel and look of stainless steel so confused,"['Design Specifications', 'Software', 'Advertising']","[0.5162007212638855, 0.33157506585121155, 0.15222413837909698]",Design Specifications,['battery'],0.5162007212638855
132,just bought this big as watch for no reason i love it btw it is huge and the battery is great you can definitely suffice with the series 8 for way le money but again i love it only thing i do not like is that the silver screen is very annoying i think the black would be a better option,"['Design Specifications', 'Software', 'Advertising']","[0.5605639219284058, 0.2714240252971649, 0.16801203787326813]",Design Specifications,['battery'],0.5605639219284058
133,bruh the battery thing is just stupid my 100 dollar oppo watch free last a full 4 night till the 5th day with extensive training sleep monitoring etc so that is another apple style yesterday is tech at tomorrow is price,"['Design Specifications', 'Advertising', 'Software']","[0.4583607017993927, 0.3428743779659271, 0.19876490533351898]",Design Specifications,['battery'],0.4583607017993927
134,however the design the fact that i am forced to use an iphone to use this watch and i love my solar garmin hard to think 2 day of battery a good when my solar garmin fenix 7 sapphire for about the sa e price last month or so ha one app that cover all and phone not limited can even pair to an iphone also it is basically ugly,"['Design Specifications', 'Software', 'Advertising']","[0.6073472499847412, 0.26624205708503723, 0.12641064822673798]",Design Specifications,['battery'],0.6073472499847412
135,great tutorial however800 dollardollardollar fir what i can get for about 165 dollardollar by buying the amazfit gts 4 same feature and battery life is phenomenal i can charge to 100percent and leave on for about 6 day w o charging for the money and battery life i went with the amazfit gts 4,"['Design Specifications', 'Software', 'Advertising']","[0.44348520040512085, 0.3504912257194519, 0.20602348446846008]",Design Specifications,['battery'],0.4434852004051208
136,the only weakest point is the battery 36 h is not enough they can do better this watch can save life is god forbid example lost in a forest stuck in building during earthquake emergency 911 whatever reason it can do a lot lot thing but battery my be the reason,"['Design Specifications', 'Advertising', 'Software']","[0.4769587218761444, 0.2622227370738983, 0.26081857085227966]",Design Specifications,['battery'],0.4769587218761444
137,a a non water person or traveler i need this for it multi day battery only it is annoying charging every night i forget to strap it on often lol and the screen is bigger,"['Design Specifications', 'Advertising', 'Software']","[0.48841145634651184, 0.2829926609992981, 0.22859586775302887]",Design Specifications,['battery'],0.4884114563465118
138,when the battery last two week i will think about it,"['Design Specifications', 'Software', 'Advertising']","[0.44551846385002136, 0.37896788120269775, 0.17551365494728088]",Design Specifications,['battery'],0.4455184638500213
139,a for the battery life i have a charging station at the side of my bed wireless charging for my phone watch amp airpods every night,"['Design Specifications', 'Advertising', 'Software']","[0.5654500126838684, 0.22092901170253754, 0.21362099051475525]",Design Specifications,['battery'],0.5654500126838684
140,the battery life on these are absolutely amazing for an apple product even if you are not an extreme athlete it is still great to have for just busy body always on the move,"['Design Specifications', 'Software', 'Advertising']","[0.6509361267089844, 0.21372418105602264, 0.13533969223499298]",Design Specifications,['battery'],0.6509361267089844
141,love the battery but i still want more battery life a whole week worth of battery and it should still only take a hour to charge good luck apple,"['Design Specifications', 'Software', 'Advertising']","[0.37938499450683594, 0.32950741052627563, 0.2911076247692108]",Design Specifications,['battery'],0.3793849945068359
142,elderly like my mom that need larger and brighter screen not tech savvy need battery life and need the safety feature like fall alert sound extreme but service that do fall alert usually charge like dollar50 a month which make apple watch ultra all the sudden sound reasonable dollar10 a month for cell service and watch pay for itself versus cost of fall alert service within a year plus provides her a lot accessibility feature than just fall alert,"['Design Specifications', 'Software', 'Advertising']","[0.5650321245193481, 0.2491096407175064, 0.18585827946662903]",Design Specifications,['battery'],0.5650321245193481
143,very impressed woth the battery took it off it is charger on thursday morning used it a normal did not ever engage low power mode sunday morning still on 15percent not bad,"['Design Specifications', 'Software', 'Advertising']","[0.605125367641449, 0.2338581383228302, 0.16101649403572083]",Design Specifications,['battery'],0.605125367641449
144,i have a realme watch s severely limited feature ha a 390 mah battery but last like 15 20 day cost around dollar100 so like what is actually eating the battery on those guy doe accuracy in health monitoring and gps really eat up that much battery,"['Design Specifications', 'Advertising', 'Software']","[0.42774003744125366, 0.32867950201034546, 0.2435804307460785]",Design Specifications,['battery'],0.4277400374412536
145,definitely overkill for me for what i do but the size and battery life make it the winner,"['Design Specifications', 'Software', 'Advertising']","[0.6210534572601318, 0.26993176341056824, 0.10901474207639694]",Design Specifications,['battery'],0.6210534572601318
146,2 day and 2 night and having 2o percent of battery left pff dude that is lame i use my huawei for 24 7 and then i need to change it and watch it is almost 3 year old and it is way more cheaper then this new apple ultra,"['Design Specifications', 'Software', 'Advertising']","[0.46876397728919983, 0.267503023147583, 0.2637329399585724]",Design Specifications,['battery'],0.4687639772891998
147,a a travel photographer that go to extreme place this wa a must for me i swim with shark free diving am on my way to hike to photograph silverback gorilla in rwanda after which i will be in the desert of egypt and then am heading to antarctica to photograph whale that is a normal routine for me i do not take my phone on these excursion because the risk of losing dropping or breaking them is pretty high a well a an animal grabbing it which monkey or lemur will do so i purchased the cellular ultra but i understand most people are not doing these thing so i think it may be unnecessary for them i had a fitbit but this watch obviously doe more my fitbit battery last way longer i had the apple store make sure my screen stay off which they said will give me a few more day of battery life,"['Design Specifications', 'Software', 'Advertising']","[0.6428216099739075, 0.18841880559921265, 0.1687595546245575]",Design Specifications,['battery'],0.6428216099739075
148,i would only get this for the screen size and battery alone i currently have the se2,"['Design Specifications', 'Software', 'Advertising']","[0.5543655157089233, 0.2727324664592743, 0.17290201783180237]",Design Specifications,['battery'],0.5543655157089233
149,so hey i am not an athlete at all or anything even close to it but i do love these apple watch i do a let of text while working and have found the apple watch a good way to make that faster instead of taking your phone out unlocking it opening message etc so for someone like me out of all the apple watch out there which do you think would be the best i like this ultra with the longer battery life but do not know if i really need all those extra feature that i will probably never use thanks bud vinnie from alaska,"['Design Specifications', 'Software', 'Advertising']","[0.5168096423149109, 0.25188326835632324, 0.23130710422992706]",Design Specifications,['battery'],0.5168096423149109
150,garmin is laughing at this battery life lol if you are going to spend 800 dollar on a watch get a real watch,"['Design Specifications', 'Advertising', 'Software']","[0.41793593764305115, 0.40670615434646606, 0.1753578931093216]",Design Specifications,['battery'],0.4179359376430511
151,finally ha a samsung battery but i am not paying 800 for just a samsung battery,"['Design Specifications', 'Advertising', 'Software']","[0.4582577645778656, 0.2822849750518799, 0.2594572603702545]",Design Specifications,['battery'],0.4582577645778656
152,for autistic and adhd folk the durability and battery life is much more appealing than the standard series watch considering the amount of problem with screen popping out and damage to the case,"['Design Specifications', 'Software', 'Advertising']","[0.5899049043655396, 0.22696076333522797, 0.1831342577934265]",Design Specifications,['battery'],0.5899049043655396
153,slept with 69 per cent battery hmmmm okay,"['Design Specifications', 'Software', 'Advertising']","[0.4281785786151886, 0.4042482078075409, 0.1675732582807541]",Design Specifications,['battery'],0.4281785786151886
154,thanks for the great review a always very detailed and hit the point especially on battery life such a nice upgrade to the normal apple watch that are dead every day with moderate daily exercise,"['Design Specifications', 'Software', 'Advertising']","[0.3788158893585205, 0.3562011420726776, 0.26498299837112427]",Design Specifications,['battery'],0.3788158893585205
155,yep 2 day i can charge on day one around 8am and run it that day the evening full day another evening and charge the following morning you could say 3 day however it is clearly a two full day watch battery two and a bit if you let it run down below 20percent,"['Design Specifications', 'Software', 'Advertising']","[0.4441426992416382, 0.2918155789375305, 0.2640417814254761]",Design Specifications,['battery'],0.4441426992416382
156,this is the first smart watch that ha gotten my attention i do wear a number of automatic watch and i am a big g shock fan a well all of which i own are solar both of these do not rely on replacing battery and that is something that stick out for a number of watch people unfortunately i think the only two thing that will keep me from buying it is that i can not get a bluetooth wifi only model and it is still largely a novelty because my career doe not allow me to use it while working it is very cool though i just can not see paying for cellular service for a watch and there would never be a time that i could be wearing this watch that i do not also have my iphone on me,"['Design Specifications', 'Software', 'Advertising']","[0.3558599054813385, 0.3381541967391968, 0.3059858977794647]",Design Specifications,['battery'],0.3558599054813385
157,my series 4 watch battery dy pretty quick now if i do not charge it one night it is pretty much dead the next day which it suck whenever i go camping for the weekend i have to bring my charger for it a well plus the bigger screen definitely look nice,"['Design Specifications', 'Advertising', 'Software']","[0.401654988527298, 0.3352622985839844, 0.26308271288871765]",Design Specifications,['battery'],0.401654988527298
158,that 3 day battery is good for apple appalling for garmin,"['Design Specifications', 'Software', 'Advertising']","[0.4542224109172821, 0.40515995025634766, 0.14061763882637024]",Design Specifications,['battery'],0.4542224109172821
159,dominick west garmin watch are better fitness watch and have longer battery life the apple watch is better at everything else,"['Design Specifications', 'Software', 'Advertising']","[0.4562341868877411, 0.43628740310668945, 0.10747838020324707]",Design Specifications,['battery'],0.4562341868877411
160,if you want a series adventure watch just get a garmin a 2 day battery life on a watch like this is simply not good enough,"['Design Specifications', 'Software', 'Advertising']","[0.45928260684013367, 0.2912968397140503, 0.24942055344581604]",Design Specifications,['battery'],0.4592826068401336
161,all this smart tech is rubbish you will want to replace it with a newer model in 2 year and you will have to replace it in 5 year because it will be so out of date and the battery capacity non existent i bought a casio protrek solar powered watch 20 year ago and still work perfect these watch are designed to be dumped and replaced in a short time that is how apple and other similar manufacturer make money,"['Design Specifications', 'Advertising', 'Software']","[0.5373409986495972, 0.2970545291900635, 0.16560445725917816]",Design Specifications,['battery'],0.5373409986495972
162,my biggest issue is just the battery life i do not need the extra feature on the watch but it wa so infuriating with my apple watch 4 when i wanted to go for a 2 hour mountain bike ride i realised i had not charged it during the night because of sleep tracking or morning i forgot the really short battery life really is a big issue because you are supposed to be wearing it 24 7 and you really need to plan on when you charge it daily,"['Design Specifications', 'Advertising', 'Software']","[0.358025461435318, 0.3233107328414917, 0.3186637759208679]",Design Specifications,['battery'],0.358025461435318
163,patrick howie i am not going to bother with a device that requires daily planning on my part for it to do what it is supposed to 3 day of battery life in normal use is something that a watch need at minimum,"['Design Specifications', 'Advertising', 'Software']","[0.39685243368148804, 0.37878742814064026, 0.2243601232767105]",Design Specifications,['battery'],0.396852433681488
164,i find these smart watch thingies kinda redundant i would perhaps care when they last for at least a week which even that feel way too short a battery life for what they are trying to replace,"['Design Specifications', 'Advertising', 'Software']","[0.49514222145080566, 0.3395741283893585, 0.16528363525867462]",Design Specifications,['battery'],0.4951422214508056
165,still doe not have enough battery to do a full triathlon sticking with sport watch like the garmin who own this option,"['Design Specifications', 'Advertising', 'Software']","[0.651483416557312, 0.20981451869010925, 0.13870206475257874]",Design Specifications,['battery'],0.651483416557312
166,never really been much of a watch guy but i hate how much i use my phone and carry my phone with me this may just be the pill i need now that the battery life is getting better,"['Design Specifications', 'Advertising', 'Software']","[0.5720817446708679, 0.24658848345279694, 0.18132978677749634]",Design Specifications,['battery'],0.5720817446708679
167,just bought one first apple watch in year always wanted something a little bit more rugged with more battery,"['Design Specifications', 'Advertising', 'Software']","[0.43038901686668396, 0.32346925139427185, 0.2461417019367218]",Design Specifications,['battery'],0.4303890168666839
168,0 42 it is not fair you have theatre mode that turn off always on so make a better review on battery next time but for the rest keep it going,"['Design Specifications', 'Software', 'Advertising']","[0.4239313304424286, 0.33557718992233276, 0.24049140512943268]",Design Specifications,['battery'],0.4239313304424286
169,i am a beginner alpinist who climb above 13 and 14 thousand foot and i definitely would not mind an avalanche alarm great gps a well a long battery life plus tracking calorie and fitness stuff during bjj or rock climbing and the gym would be great,"['Design Specifications', 'Software', 'Advertising']","[0.48910611867904663, 0.288446843624115, 0.2224469780921936]",Design Specifications,['battery'],0.4891061186790466
170,the apple watch ultra is ultimately apple is pro watch it ha the pro feature like an action button pro apps sensor biggest battery life and is the strongest overall it depends on what you will use it for but it is twice a expensive a the apple watch series 8,"['Design Specifications', 'Software', 'Advertising']","[0.4462684094905853, 0.37589508295059204, 0.17783652245998383]",Design Specifications,['battery'],0.4462684094905853
171,i got it for the battery life,"['Design Specifications', 'Software', 'Advertising']","[0.5924850106239319, 0.2984510660171509, 0.10906390100717545]",Design Specifications,['battery'],0.5924850106239319
172,quite frankly i do not know how ultra marathoner or cyclist can use this the battery at best is 30 hour without any function if you use the gps or any other fuction when working out i am guessing at best get 7 hour of battery life for longer race this without a recharge is tough,"['Design Specifications', 'Advertising', 'Software']","[0.7483712434768677, 0.15267980098724365, 0.09894898533821106]",Design Specifications,['battery'],0.7483712434768677
173,watch look amazing but honestly if i am on a multi day hike off the grid i am not going to rely on apple watch w a 2 3 day battery life suppose it work for some scenario though,"['Design Specifications', 'Advertising', 'Software']","[0.5870819687843323, 0.21592040359973907, 0.19699762761592865]",Design Specifications,['battery'],0.5870819687843323
174,yeah but my 200dollar seiko can last longer without a battery and doesnt need a gps,"['Design Specifications', 'Advertising', 'Software']","[0.4958702325820923, 0.3593437969684601, 0.14478600025177002]",Design Specifications,['battery'],0.4958702325820923
175,i wonder how viable it would be to develop a trickle charge ability tapping into body heat and kinetic energy from moving it about combined with some advanced solar tech the battery could potentially last way longer of course size is an issue too,"['Design Specifications', 'Advertising', 'Software']","[0.4412730038166046, 0.3154241740703583, 0.24330280721187592]",Design Specifications,['battery'],0.4412730038166046
176,wish they would do a iphone ultra with a huge battery some of u do not care about having the thinnest lightest phone eh,"['Design Specifications', 'Advertising', 'Software']","[0.35892409086227417, 0.3463000953197479, 0.2947758734226227]",Design Specifications,['battery'],0.3589240908622741
177,the battery kill it for me i have gotten over a week battery life out of my garmin watch,"['Design Specifications', 'Software', 'Advertising']","[0.4200385510921478, 0.3071666657924652, 0.27279478311538696]",Design Specifications,['battery'],0.4200385510921478
178,your very valid post of battery life is why i have not yet bought a smartwatch my mechanical watch work by the wearer moving or my g shock solar make it easy to pick up the next morning in a rush and go having to charge my watch is something i am not accustomed to probably will not ever be lol it is a nice piece but a a diver i will stick to my tried and true purpose built dove computer with 30 plus year in the business,"['Design Specifications', 'Software', 'Advertising']","[0.43074092268943787, 0.36094361543655396, 0.2083154320716858]",Design Specifications,['battery'],0.4307409226894378
179,there is one point i would like to find out that apple watch ultra is targeting extreme weather sport i just wonder that how the battery design facing those condition are they using enduro battery design,"['Design Specifications', 'Software', 'Advertising']","[0.44751259684562683, 0.3287699520587921, 0.22371748089790344]",Design Specifications,['battery'],0.4475125968456268
180,i love the look of the ultra and the hardened feature but i hesitate to spend dollar800 on a watch that is battery will degrade in a couple year time no matter what you do i will stick with the normal apple watch for almost half the cost of the ultra,"['Design Specifications', 'Software', 'Advertising']","[0.4480287730693817, 0.276680052280426, 0.2752911448478699]",Design Specifications,['battery'],0.4480287730693817
181,a couple thing 1 sleep tracking is useless you do not need a watch to tell you if you had a good night rest and it feel uncomfortable wearing a watch while sleeping i find it unnecessary 2 battery life is overrated at least in the aspect of comparing 60 hour to 1 week like other watch it take literally zero effort to put the device on a charger at night 3 this watch is not even big it also still light garmin amp suunto are literally monster and twice the price can not justify spending 1500 for a smartwatch but the 800 is just right i mean there are people who spend 2k on a regular watch that doe nothing but tell time having said that i am considering this now too i have the series 7 but the face is already scratched from kayaking trip and kettlebells i hike in warmer month and the extra battery is good for camping trip when i am outside for 2 day but definitely do not need a week worth of battery but a weekend worth is perfect the waypoint is definitely a game changer,"['Design Specifications', 'Software', 'Advertising']","[0.4684692919254303, 0.26690784096717834, 0.26462286710739136]",Design Specifications,['battery'],0.4684692919254303
182,if battery last for more than a week then it name is suitable otherwise it is just name ultra,"['Design Specifications', 'Software', 'Advertising']","[0.4623226225376129, 0.32810714840888977, 0.2095702588558197]",Design Specifications,['battery'],0.4623226225376129
183,this is why i hate smart watch a good g shock will last decade and if the battery dy it is easy to unscrew the back and put a new coin cell in,"['Design Specifications', 'Advertising', 'Software']","[0.3857850730419159, 0.34293437004089355, 0.2712804973125458]",Design Specifications,['battery'],0.3857850730419159
184,for the second group that doe long hiking it still miss too much good offline map are an essential thing which is missing on the apple watch and the battery life is still bad compared to the garmin watch specialized on that particular group the two band gps is not really knew other specialized watch have that too,"['Design Specifications', 'Software', 'Advertising']","[0.3982555866241455, 0.3122137784957886, 0.2895306348800659]",Design Specifications,['battery'],0.3982555866241455
185,i wish there phone had this battery life personally i do not find the watch appealing i see no use for it,"['Design Specifications', 'Advertising', 'Software']","[0.43493396043777466, 0.3131464123725891, 0.25191962718963623]",Design Specifications,['battery'],0.4349339604377746
186,00 15 69percent battery nice mkbhd,"['Design Specifications', 'Software', 'Advertising']","[0.6114687323570251, 0.25238916277885437, 0.1361420601606369]",Design Specifications,['battery'],0.6114687323570251
187,it is cool but it is also going to be trash in a few year when you want an upgrade i would actually be interested in this watch if it wa more of a life time or 20 year proposition where the internal component could be updated paying this much money for something which will be obsoleted next year seems weird to me seems like an expensive toy i do have a garmin forerunner 945 i get week of battery and i love it it is a smart watch but it is also kind of dumb and feel like something i could have for a long time although i guess the battery will go sooner or later and it will be headed for the landfill,"['Design Specifications', 'Advertising', 'Software']","[0.5197609066963196, 0.24728688597679138, 0.23295222222805023]",Design Specifications,['battery'],0.5197609066963196
188,that is great battery life but dollar800 i do not mind charging mine lol,"['Design Specifications', 'Advertising', 'Software']","[0.4934958815574646, 0.26503071188926697, 0.24147343635559082]",Design Specifications,['battery'],0.4934958815574646
189,it is the battery if you want an apple watch you would like to wear it all day then wear through the night at time to monitor sleep and health for the benefit it is designed to provide without charging it every day,"['Design Specifications', 'Software', 'Advertising']","[0.6948283314704895, 0.16604316234588623, 0.13912849128246307]",Design Specifications,['battery'],0.6948283314704895
190,an apple watch is limited to battery power apple should made it with solar charging i wait for generation 15 and when the price is dollar399 00 instead of dollar799 00,"['Design Specifications', 'Advertising', 'Software']","[0.5122212767601013, 0.3253971338272095, 0.16238157451152802]",Design Specifications,['battery'],0.5122212767601013
191,a bit late here but i am looking for this watch when the model arrives to my country i have an se and week ago i had to call an ambulance because of my heart i am a heart transplant patient when the ambulance arrived the guy noticed my watch asked for my phone and check the daily rhythm and other stats he double checked with the machine and all after that he told me that maybe a series 7 or 8 would be nice cause it have other useful stats and i wa like ok then the doctor at the emergency room took my phone and did the exact same thing after spent the night at the emergency room i asked them about the watch they told me that they obviously double check everything with specialized machinery but the watch and phone give them an analysis of what wa happening earlier that day and week and is a reaaaally good addition now looking at the ultra i am tempted because battery alarm sound because i am 70percent deaf and all the stuff that the se do not have now is expensive but having those stuff make me feel a little le worried when i am outside in other country or similar situation i am not an extreme user a apple show in the video but i think all the people with heart disease love the watch and they could focus on that and have a lot of new potential user old people transplanted person etc,"['Design Specifications', 'Software', 'Advertising']","[0.41205668449401855, 0.30480849742889404, 0.2831348180770874]",Design Specifications,['battery'],0.4120566844940185
