,comment,labels,scores,classified,Components List,label confidence score,Sentiment,Sentiment Confidence Score
206,battery life is not anywhere what i need and you still need an iphone impressive nevertheless,"['Design Specifications', 'Advertising', 'Software']","[0.6068382263183594, 0.22749529778957367, 0.16566647589206696]",Design Specifications,['battery'],0.6068382263183594,POSITIVE,0.9384093284606934
207,i just picked up the fenix 6 sapphire on sale to replace my apple watch just for the battery life i got tired of having to pack another charger around when i travel and go hunting i wa jealous of my buddy and their garmins and never having to charge them,"['Design Specifications', 'Software', 'Advertising']","[0.3700273633003235, 0.3681815564632416, 0.26179102063179016]",Design Specifications,['battery'],0.3700273633003235,NEGATIVE,0.9974254965782166
208,battery life is shit to begin with any other smartwatch destroys the watch ultra in battery life,"['Design Specifications', 'Advertising', 'Software']","[0.41248658299446106, 0.31776487827301025, 0.2697485685348511]",Design Specifications,['battery'],0.412486582994461,NEGATIVE,0.9996108412742615
209,i am a garmin fenix user and i laugh at this battery life i get 2 week minimum out of mine with ten of gps activity,"['Design Specifications', 'Advertising', 'Software']","[0.39743608236312866, 0.3096792697906494, 0.29288461804389954]",Design Specifications,['battery'],0.3974360823631286,NEGATIVE,0.9714692831039429
210,at 1 11 the airpod battery noise scared me and i had to listen again thought my airpods were dying,"['Design Specifications', 'Software', 'Advertising']","[0.5944023728370667, 0.23828758299350739, 0.16731005907058716]",Design Specifications,['battery'],0.5944023728370667,NEGATIVE,0.9993975162506104
211,i ended that day going to sleep with about 69percent battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.447855144739151, 0.3970501720905304, 0.15509472787380219]",Design Specifications,"['battery', 'battery']",0.447855144739151,NEGATIVE,0.987332284450531
212,69percent battery nice getting a thumb up just for that,"['Design Specifications', 'Software', 'Advertising']","[0.4961778223514557, 0.2708257734775543, 0.23299641907215118]",Design Specifications,['battery'],0.4961778223514557,POSITIVE,0.9603258967399597
213,garmin user here when apple can reach the 2 week battery life then i can think about switching,"['Design Specifications', 'Software', 'Advertising']","[0.43571269512176514, 0.36074498295783997, 0.2035423219203949]",Design Specifications,['battery'],0.4357126951217651,NEGATIVE,0.9930124878883362
214,marque 69 percent battery life nice lmaoooo,"['Design Specifications', 'Software', 'Advertising']","[0.5798124670982361, 0.23313455283641815, 0.18705300986766815]",Design Specifications,['battery'],0.5798124670982361,POSITIVE,0.9526355862617493
215,battery life is trash garmin 7 for me,"['Design Specifications', 'Advertising', 'Software']","[0.617699921131134, 0.2013622224330902, 0.18093787133693695]",Design Specifications,['battery'],0.617699921131134,NEGATIVE,0.998892605304718
216,battery still suck people will still buy this for luxury not necessity,"['Design Specifications', 'Advertising', 'Software']","[0.6381587982177734, 0.27949589490890503, 0.08234535157680511]",Design Specifications,['battery'],0.6381587982177734,NEGATIVE,0.9834274649620056
217,the main reason i left behind my apple watch wa for battery life i really really liked my apple watch and what i wanted it to do i wanted it to track my sleep step and calorie i did not use most of the other stuff it could do i went over to a garmin forerunner 945 and like it too it doe a million thing i will never use but i literally get 8 10 day on a single charge i know there are a plethora of other smart watch that get 5 10 day on a single charge what the heck can not apple create a watch that doe that i am sure this new watch will get 3 5 day if you are not going crazy with every single feature for me i want sleep tracking step and track my workout that is it i might think about going back to the apple watch the ultra but 8 hundo is pretty steep my garmin wa 6 hundy which is a lot dollar200 more for the ultra it is dope though,"['Design Specifications', 'Software', 'Advertising']","[0.392031192779541, 0.3825657069683075, 0.22540314495563507]",Design Specifications,['battery'],0.392031192779541,NEGATIVE,0.9980716109275818
218,el a g itr n it is not a bad watch but personally i like the garmin tactix better i have used the ultra in the same situation i use the delta and the feature are a little better garmin is just an all around outdoor watch the ultra is not bad but i would use it if i had to the battery life between them both is just not comparable so if your planing on being out for day at a time i would not recommend the ultra i got the ultra more for when i am on my bike especially using the gps feature for when i am in the road i did test it out in the wood and it not bad just try to cary an external power supply,"['Design Specifications', 'Software', 'Advertising']","[0.5045499205589294, 0.24916836619377136, 0.2462816834449768]",Design Specifications,['battery'],0.5045499205589294,NEGATIVE,0.9924945831298828
219,ill stick to my garmin battery life is much better,"['Design Specifications', 'Software', 'Advertising']","[0.46116432547569275, 0.29402995109558105, 0.2448056936264038]",Design Specifications,['battery'],0.4611643254756927,NEGATIVE,0.9989011287689209
220,haha battery life is the only reason i want this watch,"['Design Specifications', 'Advertising', 'Software']","[0.4208186864852905, 0.3537302315235138, 0.22545111179351807]",Design Specifications,['battery'],0.4208186864852905,NEGATIVE,0.9991927742958069
221,it should have the battery life at least 5 day to compete with garmin all the feature are cool but those people would not budge in 36 hour battery life,"['Design Specifications', 'Software', 'Advertising']","[0.4805293381214142, 0.27846360206604004, 0.24100707471370697]",Design Specifications,['battery'],0.4805293381214142,NEGATIVE,0.9940263032913208
222,why i left apple watch is because of battery life i can not enjoy wearing my apple watch for at least a week without having it charged everyday so i am currently wearing garmin tactix 7 pro ballistic it last me month or so without charging same material a the new apple watch ultra it ha more what can apple watch ultra could offer for daily and other rugged activity,"['Design Specifications', 'Advertising', 'Software']","[0.36981239914894104, 0.3423234820365906, 0.28786417841911316]",Design Specifications,['battery'],0.369812399148941,NEGATIVE,0.9983609318733215
223,returning mine today after work gave it a 24 hour test battery wa at 50percent after one full day going back to fitbit 5 day battery huge fail for apple,"['Design Specifications', 'Software', 'Advertising']","[0.44096460938453674, 0.38134875893592834, 0.1776866763830185]",Design Specifications,['battery'],0.4409646093845367,NEGATIVE,0.9978013634681702
224,battery huawei,"['Design Specifications', 'Software', 'Advertising']","[0.7443420886993408, 0.14022265374660492, 0.11543524265289307]",Design Specifications,['battery'],0.7443420886993408,NEGATIVE,0.9030605554580688
225,casio watch battery go 10 year,"['Design Specifications', 'Software', 'Advertising']","[0.6894722580909729, 0.19986867904663086, 0.11065909266471863]",Design Specifications,['battery'],0.6894722580909729,NEGATIVE,0.8691064119338989
226,if apple watch ultra can not connect to diving equipment it is useless for proper diver and it doe not have the tech to connect to your oxygen tank to see the oxygen level remaining apple watch ultra is a luxury item with a big battery it is not for diver and with screen at max brightness it will die long before you finish a very long bicycle race for example,"['Design Specifications', 'Software', 'Advertising']","[0.5922222137451172, 0.2573770582675934, 0.1504007875919342]",Design Specifications,['battery'],0.5922222137451172,NEGATIVE,0.9959213733673096
227,stupid question but if this phone is for endurance athlete how would you charge your battery if you a hundred mile in the wood or on top of mount everest,"['Design Specifications', 'Software', 'Advertising']","[0.7582083940505981, 0.12187021970748901, 0.11992137879133224]",Design Specifications,['battery'],0.7582083940505981,NEGATIVE,0.9983090162277222
228,it amazes me how a dollar100 watch battery can last for over a week and a dollar800 watch battery can only last two day and you call that good a a matter of fact my health insurance sent me the watch for free that they paid dollar50 for,"['Design Specifications', 'Advertising', 'Software']","[0.6163491606712341, 0.21737216413021088, 0.166278675198555]",Design Specifications,['battery'],0.6163491606712341,NEGATIVE,0.7431907653808594
229,i have my og galaxy watch and the battery last about 5 day straight,"['Design Specifications', 'Advertising', 'Software']","[0.5460882186889648, 0.26658323407173157, 0.18732859194278717]",Design Specifications,['battery'],0.5460882186889648,NEGATIVE,0.9910923838615417
230,i am probably considered an average user but the battery of the ultra is very appealing i use for sleep tracking for health so very appealing indeed to have a few day wear without charging is it nice looking on woman wrist too my wrist are kind of small so i worried about the aesthetic but it is very appealing especially for the charging great review thank you,"['Design Specifications', 'Advertising', 'Software']","[0.48017239570617676, 0.29577234387397766, 0.2240552455186844]",Design Specifications,['battery'],0.4801723957061767,POSITIVE,0.9994680285453796
231,so basically it ha the amount of battery life a normal apple watch should already have lol,"['Design Specifications', 'Software', 'Advertising']","[0.4412345290184021, 0.42538270354270935, 0.13338279724121094]",Design Specifications,['battery'],0.4412345290184021,NEGATIVE,0.9986512064933777
232,im returning my se 2 for an ultra i do lot of activity outside and workout 5 day a week i feel like ultra is win for me and it different compared to other watch the battery life got my attention,"['Design Specifications', 'Advertising', 'Software']","[0.4225330054759979, 0.325194776058197, 0.25227224826812744]",Design Specifications,['battery'],0.4225330054759979,POSITIVE,0.9988808035850525
233,maybe it is just not convenient for enough people but i use my galaxy watch for week to well over a month without charging becasue i put in on battery only mode when i am not in need of additional feature of course charging is not really an issue either unless you are sleep tracking but it is just one of those thing that i do not understand how the battery life is an inconvenience there are plenty of time during the day when you can charge it up while doing something else,"['Design Specifications', 'Advertising', 'Software']","[0.519473135471344, 0.2585553526878357, 0.2219715565443039]",Design Specifications,['battery'],0.519473135471344,NEGATIVE,0.9971333742141724
234,i get 10 12 day of battery with my garmin fenix how are wearable user still putting up with daily charging,"['Design Specifications', 'Software', 'Advertising']","[0.5839973092079163, 0.21428248286247253, 0.2017202079296112]",Design Specifications,['battery'],0.5839973092079163,NEGATIVE,0.9826813340187073
235,the day my smartwatch only ha 3 day of battery life remaining is the day i throw it out,"['Design Specifications', 'Advertising', 'Software']","[0.4545038044452667, 0.290478378534317, 0.25501778721809387]",Design Specifications,['battery'],0.4545038044452667,NEGATIVE,0.9996844530105591
236,a a motorcycle rider the apple watch is such a pain in the a the battery life is so bad and you always have to take the charging cable with you i wish there would be an apple watch that last 5 day which is great for a nice motorcycle trip or work week i wa really looking forward for the ultra but now i will look for an alternative,"['Design Specifications', 'Advertising', 'Software']","[0.5311793684959412, 0.2580477297306061, 0.21077293157577515]",Design Specifications,['battery'],0.5311793684959412,NEGATIVE,0.9983569979667664
237,disappointing for price no built in navigation map like the garmin watch which do not require a cell signal or data to update and have 16 day battery life so ultra not a useful for serious hiker or pro outdoor type,"['Design Specifications', 'Advertising', 'Software']","[0.5055489540100098, 0.3511902391910553, 0.14326080679893494]",Design Specifications,['battery'],0.5055489540100098,NEGATIVE,0.9994850158691406
238,bought the apple watch 6 in 2021 battery is still good i like the watch but i would not buy another one,"['Design Specifications', 'Software', 'Advertising']","[0.3982352018356323, 0.3405666947364807, 0.26119810342788696]",Design Specifications,['battery'],0.3982352018356323,NEGATIVE,0.9832301735877991
239,for that price i will ride with garmin forerunner 945 battery last me minimum two week putting in work with it apple been playing catch up if you ask me maybe for a inside gym quick session and going out for look yea but not for all the way outdoor fully activity like they make it seem garmin the goat of that,"['Design Specifications', 'Software', 'Advertising']","[0.41341498494148254, 0.359892338514328, 0.22669267654418945]",Design Specifications,['battery'],0.4134149849414825,NEGATIVE,0.9902768135070801
240,i ended the day with 69percent battery nice hahaha i see what you did there,"['Design Specifications', 'Software', 'Advertising']","[0.423242449760437, 0.3886070251464844, 0.1881505697965622]",Design Specifications,['battery'],0.423242449760437,POSITIVE,0.9981842637062073
241,battery life is pretty shit,"['Design Specifications', 'Advertising', 'Software']","[0.6271497011184692, 0.20955130457878113, 0.1632990539073944]",Design Specifications,['battery'],0.6271497011184692,NEGATIVE,0.9993767142295837
242,lol i will stick with garmin 17 day of battery,"['Design Specifications', 'Software', 'Advertising']","[0.5200796127319336, 0.25564682483673096, 0.22427348792552948]",Design Specifications,['battery'],0.5200796127319336,NEGATIVE,0.9741582274436951
243,69percent battery nice lmao,"['Design Specifications', 'Software', 'Advertising']","[0.5784303545951843, 0.234802708029747, 0.18676698207855225]",Design Specifications,['battery'],0.5784303545951843,POSITIVE,0.983022153377533
244,i want the ultra to replace my series 7 because of the screen size and flatness and battery life and i do not do any of those other recreational activity,"['Design Specifications', 'Advertising', 'Software']","[0.411042720079422, 0.3110131025314331, 0.2779441177845001]",Design Specifications,['battery'],0.411042720079422,NEGATIVE,0.999629020690918
245,you can not pack all the pro feature to one device this size they did make all of them just enough it feel like but i still would get device made specifically for the thing i am doing rather than a watch with 10 000 different feature professional deep diver will not use the ultra since it cap out at 40m 130ft professional hiker could use it but a garmin watch for example a garmin fenix 7x sapphire solar that ha the necessary feature for hiking not a smart watch tho with 28 day of battery life the ultra matron people will definitely not choose a apple watch because of comfort garmin ha the forerunner series for that a an armature athlete i use a garmin forerunner 245 music while a professional friend of mine us a 945 music both with 10 day of battery life,"['Design Specifications', 'Software', 'Advertising']","[0.6979594826698303, 0.15570023655891418, 0.14634031057357788]",Design Specifications,['battery'],0.6979594826698303,NEGATIVE,0.995500385761261
246,i work in the construction field and a couple year ago i bought the apple watch i think the series 4 and within a week it wa all scratched up now the ultra with the sapphire crystal would be a game changer for me because it is way more scratch resistant and also the battery life of course,"['Design Specifications', 'Advertising', 'Software']","[0.6271455883979797, 0.19964532554149628, 0.1732090264558792]",Design Specifications,['battery'],0.6271455883979797,NEGATIVE,0.9839621782302856
247,69percent battery nay,"['Design Specifications', 'Advertising', 'Software']","[0.6018337607383728, 0.21624280512332916, 0.18192338943481445]",Design Specifications,['battery'],0.6018337607383728,NEGATIVE,0.9986427426338196
248,you forget about the cycling crowd battery life is still barely enough and no ant support or able to connect ble sensor for very important thing like watt meter heart rate band to get accurate reading cadence and so on,"['Design Specifications', 'Advertising', 'Software']","[0.5439333319664001, 0.26499059796333313, 0.19107605516910553]",Design Specifications,['battery'],0.5439333319664001,NEGATIVE,0.9979973435401917
249,that battery should last a month my casio battery last for 10 year my kindle last for a month no way a 2022 model of a smart watch should not last at least a week with modern battery technology fail by apple imho,"['Design Specifications', 'Advertising', 'Software']","[0.37627145648002625, 0.3653610646724701, 0.25836747884750366]",Design Specifications,['battery'],0.3762714564800262,NEGATIVE,0.9984545707702637
250,honestly extreme watch doe not make much sense if come w o garmin like solar powered battery,"['Design Specifications', 'Software', 'Advertising']","[0.6143263578414917, 0.20342424511909485, 0.18224938213825226]",Design Specifications,['battery'],0.6143263578414917,NEGATIVE,0.9937431216239929
251,garmen battery still last waaaaaay longer,"['Design Specifications', 'Advertising', 'Software']","[0.591336727142334, 0.21712139248847961, 0.1915419101715088]",Design Specifications,['battery'],0.591336727142334,NEGATIVE,0.9940887689590454
252,better battery life but garmin fenix watch are still my go to watch for fitness,"['Design Specifications', 'Software', 'Advertising']","[0.5027886033058167, 0.31076133251190186, 0.1864500194787979]",Design Specifications,['battery'],0.5027886033058167,POSITIVE,0.6758840680122375
253,69percent battery nice that made me laugh more than it should have,"['Design Specifications', 'Software', 'Advertising']","[0.42953723669052124, 0.3471659719944, 0.22329676151275635]",Design Specifications,['battery'],0.4295372366905212,POSITIVE,0.9945014715194702
254,i just need the battery from that watch and insert it onto my series 2 i would be so happy,"['Design Specifications', 'Advertising', 'Software']","[0.44400161504745483, 0.31197476387023926, 0.2440236508846283]",Design Specifications,['battery'],0.4440016150474548,POSITIVE,0.9933005571365356
255,the battery life is a joke outside of isheeps,"['Design Specifications', 'Software', 'Advertising']","[0.41857683658599854, 0.3263779282569885, 0.25504520535469055]",Design Specifications,['battery'],0.4185768365859985,NEGATIVE,0.9890801310539246
256,the gps and battery life 2 plus day like you said new daily but not for dress up,"['Design Specifications', 'Advertising', 'Software']","[0.6818210482597351, 0.16878527402877808, 0.149393692612648]",Design Specifications,['battery'],0.6818210482597351,NEGATIVE,0.5113009810447693
257,whoopy so it is 36 hour battery compare that to garmin month long battery just in case it is needed for a mountain climb v the fake adventurer is that may think this will be there to save them when it will not,"['Design Specifications', 'Advertising', 'Software']","[0.5318681001663208, 0.35240742564201355, 0.11572448164224625]",Design Specifications,['battery'],0.5318681001663208,NEGATIVE,0.9981198906898499
258,i am very interested to see how well the battery hold up long term my series 4 apple watch barely last a full day now but when i got it it would last a day and a half with my usage great video marque,"['Design Specifications', 'Software', 'Advertising']","[0.3853780925273895, 0.36944279074668884, 0.24517908692359924]",Design Specifications,['battery'],0.3853780925273895,NEGATIVE,0.9915546774864197
259,the new watch ha a better presentation than the new iphone 2 day of battery life is sad when huawei best watch ha a 14 day battery life with all the same feature a this new watch,"['Design Specifications', 'Software', 'Advertising']","[0.4539037048816681, 0.3030557334423065, 0.24304063618183136]",Design Specifications,['battery'],0.4539037048816681,NEGATIVE,0.9919171929359436
260,i fault your logic that only a fraction of watch user want the feature you are most excited about battery life i would argue that every single watch user would appreciate having that same battery life i think every user can take advantage of longer battery life not just pro user apple just chooses to charge a premium for basic feature that should be free i also think any user would appreciate ruggedness think your average high school or college student imho it is a rip off if you consider the dollar450 competing delivers pretty much all of those at half the price,"['Design Specifications', 'Advertising', 'Software']","[0.37047842144966125, 0.3476548492908478, 0.2818666696548462]",Design Specifications,['battery'],0.3704784214496612,NEGATIVE,0.9984354376792908
261,you are missing another group i just like fancy stuff hah i wa looking for a reason to upgrade and more durable bigger battery and new party trick wa just what i needed,"['Design Specifications', 'Advertising', 'Software']","[0.5516335964202881, 0.24200406670570374, 0.2063622772693634]",Design Specifications,['battery'],0.5516335964202881,NEGATIVE,0.9985653758049011
262,not bad although my garmin fenix 6x pro solar still get about 22 day of battery life it track my workout 6 day a week my sleep every day us gps on my run ha actual map is far more resilient more water resistant more shock resistant more everything resistant and the new one have even more battery life and the tactic version is infrared or night vision compatible apple make a nice watch but they will never come close to garmin,"['Design Specifications', 'Software', 'Advertising']","[0.34267207980155945, 0.3308197557926178, 0.326508104801178]",Design Specifications,['battery'],0.3426720798015594,POSITIVE,0.7046184539794922
263,they will not come close to garmin until they change their screen technology oled or whatever it us eats too much battery that is what i have heard at least love my garmin,"['Design Specifications', 'Software', 'Advertising']","[0.4158520996570587, 0.34950241446495056, 0.23464548587799072]",Design Specifications,['battery'],0.4158520996570587,NEGATIVE,0.9969844222068787
264,what about the ppl that just want crazy battery life lmao,"['Design Specifications', 'Software', 'Advertising']","[0.388633131980896, 0.3185122013092041, 0.2928546965122223]",Design Specifications,['battery'],0.388633131980896,NEGATIVE,0.9960665106773376
265,this is a poor man is garmin pro in my opinion in term of the perfect adventure watch if anyone is considering a watch for activity sport tracking then you would be mad not to consider the garmin fenix range the battery is still dreadful compared to my garmin nice style here from apple though but they are far away from a real sport watch still,"['Design Specifications', 'Software', 'Advertising']","[0.5654236674308777, 0.22454391419887543, 0.21003244817256927]",Design Specifications,['battery'],0.5654236674308777,NEGATIVE,0.9953094124794006
266,no fiuck your stupid as drawing everybody need ruggedness feature battery,"['Design Specifications', 'Advertising', 'Software']","[0.5980360507965088, 0.2126493901014328, 0.1893145889043808]",Design Specifications,['battery'],0.5980360507965088,NEGATIVE,0.9984850287437439
267,i have a fossil 6 i wanted a samsung both the same price but doe not work with iphones the battery barely last 24 hour on extended mode i can not afford a dollar800 watch,"['Design Specifications', 'Advertising', 'Software']","[0.3699905276298523, 0.3467245399951935, 0.2832849621772766]",Design Specifications,['battery'],0.3699905276298523,NEGATIVE,0.9949343800544739
268,at the beginning of the video the watch wa on theater mode that is why the battery lasted so long,"['Design Specifications', 'Software', 'Advertising']","[0.5494952201843262, 0.30823132395744324, 0.14227350056171417]",Design Specifications,['battery'],0.5494952201843262,NEGATIVE,0.9973495006561279
269,meanwhile galaxy watch4 with around 5 day lit of the box battery hmm,"['Design Specifications', 'Software', 'Advertising']","[0.6943099498748779, 0.20143964886665344, 0.10425038635730743]",Design Specifications,['battery'],0.6943099498748779,NEGATIVE,0.9693838953971863
270,that battery life and screen alone is reason to upgrade i bought one and love it,"['Design Specifications', 'Software', 'Advertising']","[0.4380473792552948, 0.34915560483932495, 0.21279698610305786]",Design Specifications,['battery'],0.4380473792552948,POSITIVE,0.9997288584709167
271,i do not do any of that sport stuff and i work in it i do not need any of those top end feature but i got this watch anyway because the battery and size i have wanted one but never liked the smaller one battery for battery reason and the material,"['Design Specifications', 'Software', 'Advertising']","[0.48044025897979736, 0.37813588976860046, 0.14142389595508575]",Design Specifications,['battery'],0.4804402589797973,NEGATIVE,0.9090504050254822
272,yes worth it just for the extra battery life,"['Design Specifications', 'Advertising', 'Software']","[0.4676567316055298, 0.2893747091293335, 0.2429685890674591]",Design Specifications,['battery'],0.4676567316055298,POSITIVE,0.9987797141075134
273,what would be an instant solution to the battery life not lasting a long a other rugged extreme watch is if they made a band that had solar charging panel and allowed the charge to go through to the metal band locking point,"['Design Specifications', 'Advertising', 'Software']","[0.5903628468513489, 0.22024193406105042, 0.18939518928527832]",Design Specifications,['battery'],0.5903628468513489,NEGATIVE,0.9914239048957825
274,my ultra is not lasting nearly this long did you run yours in low battery mode for some of the time,"['Design Specifications', 'Advertising', 'Software']","[0.3948298394680023, 0.3410261571407318, 0.2641439139842987]",Design Specifications,['battery'],0.3948298394680023,NEGATIVE,0.9980310797691345
275,a an avid hiker and fitness enthusiast i wa drawn to the ultra while the battery life is a key feature for me it is the ruggedness and lightweight body sold it for me i did not preorder at launch a i wanted to try it out and see how it looked it is a big watch and i have skinny wrist but i did not find it to be too big it arrives in two day so excited,"['Design Specifications', 'Advertising', 'Software']","[0.4248424768447876, 0.3499819338321686, 0.2251756191253662]",Design Specifications,['battery'],0.4248424768447876,POSITIVE,0.9804940223693848
276,to worth that price it need to have solar charging 2 day battery is nothing,"['Design Specifications', 'Software', 'Advertising']","[0.5728819370269775, 0.23351508378982544, 0.19360294938087463]",Design Specifications,['battery'],0.5728819370269775,NEGATIVE,0.9993871450424194
277,i think the fact you did 6 hour of workout and got 2 full day is what will work for most of the target market anyway is there anything else out there with that quality and size of screen and the gps plus heart and that battery life i would have thought they would have made sure it would work for an ironman triathlon though i get the tradeoff of what is even possible should be enough for 99percent of people and scenario do i want one no not at all but i gave up long distance running a long time ago,"['Design Specifications', 'Advertising', 'Software']","[0.5965248346328735, 0.2473069429397583, 0.15616823732852936]",Design Specifications,['battery'],0.5965248346328735,NEGATIVE,0.9977701902389526
278,i will stick with my garmin tactix delta just spent the last three day hiking in the rockies using gps tracking on my watch 6 7 hour per day still have 60percent battery life left,"['Design Specifications', 'Software', 'Advertising']","[0.4986104667186737, 0.2602478861808777, 0.2411416471004486]",Design Specifications,['battery'],0.4986104667186737,NEGATIVE,0.9977661371231079
279,69percent battery nice that is what i am here for well done,"['Design Specifications', 'Software', 'Advertising']","[0.5727285742759705, 0.2232607752084732, 0.20401057600975037]",Design Specifications,['battery'],0.5727285742759705,POSITIVE,0.9987465143203735
280,no way you had cellular enabled for that 2 day battery life,"['Design Specifications', 'Advertising', 'Software']","[0.635180652141571, 0.24842968583106995, 0.11638971418142319]",Design Specifications,['battery'],0.635180652141571,NEGATIVE,0.9958940744400024
281,i got the amazfit gtr pro limited edition and the battery life is amazing l9ve it,"['Design Specifications', 'Advertising', 'Software']","[0.44877001643180847, 0.3066122531890869, 0.24461770057678223]",Design Specifications,['battery'],0.4487700164318084,POSITIVE,0.9994204044342041
282,69percent battery nice,"['Design Specifications', 'Software', 'Advertising']","[0.679680585861206, 0.17313914000988007, 0.14718033373355865]",Design Specifications,"['battery', 'battery', 'battery', 'battery', 'battery', 'battery', 'battery', 'battery', 'battery', 'battery']",0.679680585861206,POSITIVE,0.9979780316352844
283,i have de casio protek you show and look and feel better using it apple watch it feel too big square design i will stick with casio never end battery triple sensor,"['Design Specifications', 'Software', 'Advertising']","[0.4556294083595276, 0.38038960099220276, 0.16398102045059204]",Design Specifications,['battery'],0.4556294083595276,NEGATIVE,0.9953117370605469
284,they will launch another apple watch next year with just the bigger screen and battery and call it the pro,"['Design Specifications', 'Advertising', 'Software']","[0.3883727490901947, 0.33512166142463684, 0.27650555968284607]",Design Specifications,['battery'],0.3883727490901947,NEGATIVE,0.8251272439956665
285,i get two day from my series 7 i have never thought to worry about the battery life i see people saying a few hour you need a new watch,"['Design Specifications', 'Software', 'Advertising']","[0.4444783329963684, 0.38265055418014526, 0.1728711873292923]",Design Specifications,['battery'],0.4444783329963684,NEGATIVE,0.9845067858695984
286,just ask yourself is battery the reason why you buy a watch yes the answer is indeed what you are thinking you are an idiot,"['Design Specifications', 'Advertising', 'Software']","[0.5162596702575684, 0.3127574026584625, 0.17098301649093628]",Design Specifications,['battery'],0.5162596702575684,NEGATIVE,0.9995174407958984
287,epic battery life but the thing is just too big for me,"['Design Specifications', 'Advertising', 'Software']","[0.5277032852172852, 0.2525936961174011, 0.21970300376415253]",Design Specifications,['battery'],0.5277032852172852,NEGATIVE,0.9994470477104187
288,i would have liked to buy one but it is the shape and battery that kill it for me and make me love my fenix even more common apple 7 10 day battery with 38h gps mode and a shape that doesnt look like a toaster strapped to my wrist and ill buy one,"['Design Specifications', 'Software', 'Advertising']","[0.5257589221000671, 0.26045772433280945, 0.21378332376480103]",Design Specifications,['battery'],0.5257589221000671,NEGATIVE,0.8592501878738403
289,your airpods have run out of battery is that 1 11,"['Design Specifications', 'Advertising', 'Software']","[0.5345447063446045, 0.24160131812095642, 0.2238539308309555]",Design Specifications,['battery'],0.5345447063446045,NEGATIVE,0.9986931681632996
290,sleep tracking is basically just heart rate check and recording motion it is not super battery heavy to track sleep,"['Design Specifications', 'Software', 'Advertising']","[0.5393389463424683, 0.3512859344482422, 0.10937511175870895]",Design Specifications,['battery'],0.5393389463424683,NEGATIVE,0.8906901478767395
291,a much a i like marque review this one of his weakest he is really not giving u the use case scenario for this watch other than it is got a bigger battery cnet went place to show how this thing can integrate in an active lifestyle,"['Design Specifications', 'Advertising', 'Software']","[0.46828731894493103, 0.34763768315315247, 0.18407495319843292]",Design Specifications,['battery'],0.468287318944931,NEGATIVE,0.9990845918655396
292,i had 2 different apple watch but i could never get them to match my work out battery life wa not great i invested in a garmin with a week is worth of battery if apple can do a apple watch with a week is battery of course le feature i definitely fall in that outer ring of people that have different need,"['Design Specifications', 'Software', 'Advertising']","[0.4308536648750305, 0.35965949296951294, 0.20948684215545654]",Design Specifications,['battery'],0.4308536648750305,NEGATIVE,0.9907711744308472
293,hiker battery will not last mtie day with gps no map for navigation from what i have seen endurance athlete can not connect additional external sensor,"['Design Specifications', 'Advertising', 'Software']","[0.5937954187393188, 0.2749939262866974, 0.13121062517166138]",Design Specifications,['battery'],0.5937954187393188,NEGATIVE,0.998865008354187
294,if people spend big buck for case material and band a well a being part of the apple ecosystem why would not anybody anybody pay for a bigger screen longer battery life bigger control better gps better water resistance etc not just extreme athlete yes the normal watch is fine but we are talking about the apple universe,"['Design Specifications', 'Advertising', 'Software']","[0.4993033707141876, 0.3593180775642395, 0.14137858152389526]",Design Specifications,['battery'],0.4993033707141876,POSITIVE,0.9815295338630676
295,i just do not get the main appeal they basically make a sport watch my two year old not too of the line sport watch ha nearly all these feature is not a massive and the battery last nearly a week that is with having it on 24 7 and 1 3 hour of training six time a week oh and it cost dollar170 new not dollar800 but oooo apple so i have to get it,"['Design Specifications', 'Advertising', 'Software']","[0.41088294982910156, 0.4057754576206207, 0.1833415925502777]",Design Specifications,['battery'],0.4108829498291015,NEGATIVE,0.9991347193717957
296,i am not an extreme athlete far from it actually i just happen to do a little of everything the apple watch ultra touch i dive very casually swim way more often i hike and camp occasionally but never too far off a beaten path i also run and ride bike though never in the same day that said i still want the apple watch ultra the battery life is the biggest reason i have held back on getting an apple watch i just do not enjoy having to charge my phone my laptop and my watch every day i have plenty of mechanical watch that i love just having around being able to tell time no matter when i need it it doe not need battery yet get the time down to the second what a beautiful example of engineering but a an it professional i do not get the luxury to be truly on vacation some time i need to monitor my computer even when i am out and about i need to be able to check my email and slack when i am on the beach this is the one thing my mechanical watch can not do my iphone can but it is not ever present like a watch is the apple watch ultra with the battery optimization option is perfect for me i can probably get through the majority of my vacation charging only once midway and i would never need the constant ping for anything health related just a general trend and min max range is plenty now i have an apple watch that is right for me i can dress up my mechanical watch and i will dress down and use the apple watch ultra for casual outing and travel,"['Design Specifications', 'Software', 'Advertising']","[0.5538228750228882, 0.2753070890903473, 0.17086997628211975]",Design Specifications,['battery'],0.5538228750228882,POSITIVE,0.9461020231246948
297,can not really compare a casio watch battery to an apple watch battery slight difference in processor power,"['Design Specifications', 'Software', 'Advertising']","[0.39753779768943787, 0.3713849186897278, 0.23107732832431793]",Design Specifications,['battery'],0.3975377976894378,NEGATIVE,0.9985656142234802
298,huawei best in smartwatch battery life,"['Design Specifications', 'Software', 'Advertising']","[0.44144636392593384, 0.2864305377006531, 0.2721230685710907]",Design Specifications,['battery'],0.4414463639259338,POSITIVE,0.9980675578117371
